# PYTHON VERSION: 3.11.3
# Script call:    16_get_window_stats.py -i ../analysis/02-mus-t-windows/02-fasta/ -w 10 -o ../data/mm10-10kb-window-stats-no-pahari.tsv -s ../data/mm10-10kb-spec-counts-no-pahari.tsv -d ../analysis/02-mus-t-windows/03-fasta-no-anc-filter-no-pahari
# Runtime:        07/27/2023 22:16:12
# ----------------
# Window size (-w):	10kb
# Input directory:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/analysis/02-mus-t-windows/02-fasta
# Missing threshold (seq):	0.5
# Missing threshold (site):	0.5
# Gap threshold (seq):	0.5
# Gap threshold (site):	0.5
# Gap threshold (window):	0.5
# Missing+gap threshold (seq):	0.5
# Missing+gap threshold (site):	0.5
# Output file:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/data/mm10-10kb-window-stats-no-pahari.tsv
# Species file:	../data/mm10-10kb-spec-counts-no-pahari.tsv
# Seq outdir:	../analysis/02-mus-t-windows/03-fasta-no-anc-filter-no-pahari
# ----------------
window	scaffold	start	end	total.seqs	aln.len	uniq.seqs	ident.seqs	seqs.above.missing	seqs.all.missing	avg.seq.len.wo.missing	seqs.above.gappy	seqs.all.gappy	seqs.above.missing.gappy	seqs.all.missing.gappy	invariant.sites	informative.sites	sites.w.missing	perc.sites.w.missing	sites.high.missing	perc.sites.high.missing	sites.all.missing	sites.w.gap	perc.sites.w.gap	sites.high.gap	perc.sites.high.gap	sites.all.gap	sites.missing.gap	perc.sites.missing.gap	sites.high.missing.gap	perc.sites.high.missing.gap	sites.all.missing.gap	total.seqs.filter	aln.len.filter	uniq.seqs.filter	ident.seqs.filter	seqs.above.missing.filter	seqs.all.missing.filter	avg.seq.len.wo.missing.filter	seqs.above.gappy.filter	seqs.all.gappy.filter	seqs.above.missing.gappy.filter	seqs.all.missing.gappy.filter	invariant.sites.filter	informative.sites.filter	sites.w.missing.filter	perc.sites.w.missing.filter	sites.high.missing.filter	perc.sites.high.missing.filter	sites.all.missing.filter	sites.w.gap.filter	perc.sites.w.gap.filter	sites.high.gap.filter	perc.sites.high.gap.filter	sites.all.gap.filter	sites.missing.gap.filter	perc.sites.missing.gap.filter	sites.high.missing.gap.filter	perc.sites.high.missing.gap.filter	sites.all.missing.gap.filter	written
chr17:81380000-81390000	chr17	81380000	81390000	5	10000	5	0	0	0	4.8603	0	0	0	0	8303	87	329	0.0329	327	0.0327	0	88	0.0088	88	0.0088	0	417	0.0417	416	0.0416	72	5	9907	5	0	0	0	4.86958716059352	0	0	0	0	8301	87	323	0.03260320985162007	321	0.03240133239123852	0	7	0.0007065711113354194	7	0.0007065711113354194	0	330	0.03330978096295548	329	0.03320884223276471	0	TRUE
chr17:24000000-24010000	chr17	24000000	24010000	5	10000	5	0	0	0	3.5047	0	0	2	0	4298	46	3831	0.3831	3783	0.3783	0	1297	0.1297	1149	0.1149	0	4964	0.4964	4952	0.4952	1059	5	8809	5	0	0	0	3.4404586218640025	0	0	0	0	4290	46	3779	0.4289930752639346	3757	0.42649562946986036	0	150	0.01702803950505165	2	0.00022704052673402204	0	3791	0.4303553184243387	3779	0.4289930752639346	956	TRUE
chr17:59080000-59090000	chr17	59080000	59090000	5	10000	5	0	1	0	4.2749	4	0	5	0	1032	60	195	0.0195	124	0.0124	17	7193	0.7193	7034	0.7034	0	7343	0.7343	7265	0.7265	6030	5	2938	5	0	0	0	4.818243703199456	1	0	1	0	1028	58	143	0.048672566371681415	109	0.0371000680735194	12	155	0.052756977535738596	0	0.0	0	290	0.0987066031313819	214	0.07283866575901975	47	TRUE
chr17:84530000-84540000	chr17	84530000	84540000	5	10000	5	0	0	0	3.9398	0	0	3	0	2965	81	2362	0.2362	1790	0.179	0	3353	0.3353	2581	0.2581	0	5316	0.5316	4952	0.4952	2789	5	7355	5	0	0	0	3.882800815771584	0	0	1	0	2961	79	2323	0.3158395649218219	1764	0.2398368456832087	0	764	0.10387491502379334	4	0.0005438477226376615	0	2696	0.3665533650577838	2335	0.3174711080897349	891	TRUE
chr17:67790000-67800000	chr17	67790000	67800000	5	10000	5	0	0	0	4.4611	0	0	0	0	6661	207	1399	0.1399	1316	0.1316	0	972	0.0972	877	0.0877	0	2349	0.2349	2276	0.2276	661	5	9105	5	0	0	0	4.492586490939044	0	0	0	0	6657	207	1389	0.1525535420098847	1311	0.14398682042833608	0	93	0.010214168039538715	4	0.00043931905546403075	0	1460	0.16035145524437122	1391	0.1527732015376167	17	TRUE
chr17:78890000-78900000	chr17	78890000	78900000	5	10000	5	0	0	0	4.2676	1	0	1	0	2161	94	1045	0.1045	899	0.0899	0	3001	0.3001	2761	0.2761	0	4038	0.4038	3770	0.377	1665	5	7186	5	0	0	0	4.292652379627053	0	0	1	0	2154	92	1010	0.14055107152797106	883	0.12287781797940439	0	241	0.03353743389924854	7	0.0009741163373225717	0	1251	0.1740885054272196	991	0.13790704146952407	334	TRUE
chr17:43520000-43530000	chr17	43520000	43530000	5	10000	5	0	1	0	3.6849	1	0	4	0	2307	145	3079	0.3079	2549	0.2549	0	3786	0.3786	3397	0.3397	0	6454	0.6454	6123	0.6123	3895	5	6567	5	0	0	0	3.4693162783615046	0	0	1	0	2303	143	3018	0.45957058017359526	2530	0.3852596314907873	0	391	0.05954012486675803	4	0.0006091061367443277	0	3036	0.4623115577889447	2707	0.4122125780417238	1702	TRUE
chr17:32530000-32540000	chr17	32530000	32540000	5	10000	5	0	0	0	3.7009	1	0	3	0	0	61	3746	0.3746	3277	0.3277	0	5290	0.529	3325	0.3325	0	6943	0.6943	6810	0.681	3491	5	6538	5	0	1	0	3.2794432548179873	1	0	2	0	0	59	3418	0.5227898439889874	3236	0.49495258488834504	0	1928	0.29489140409911285	7	0.0010706638115631692	0	3562	0.5448149281125727	3433	0.5250841235851943	2535	TRUE
chr17:20430000-20440000	chr17	20430000	20440000	5	10000	5	0	0	0	4.3843	0	0	0	0	4425	62	1020	0.102	910	0.091	0	3794	0.3794	3513	0.3513	0	4600	0.46	4542	0.4542	2338	5	6454	5	0	0	0	4.436318562132011	0	0	0	0	4416	61	1000	0.1549426712116517	892	0.1382088627207933	0	285	0.04415866129532073	12	0.0018593120545398203	0	1073	0.16625348621010227	1017	0.15757669662224977	415	TRUE
chr17:89070000-89080000	chr17	89070000	89080000	5	10000	5	0	1	0	3.7896	4	0	5	0	1750	47	1915	0.1915	1762	0.1762	0	6143	0.6143	6054	0.6054	0	7905	0.7905	7835	0.7835	6292	5	3904	5	0	0	0	3.2515368852459017	0	0	0	0	1745	46	1825	0.46746926229508196	1745	0.44697745901639346	0	85	0.021772540983606557	2	0.0005122950819672131	0	1832	0.4692622950819672	1762	0.45133196721311475	1326	TRUE
chr17:82760000-82770000	chr17	82760000	82770000	5	10000	5	0	0	0	4.1161	0	0	2	0	4236	130	1799	0.1799	1537	0.1537	0	3393	0.3393	3307	0.3307	0	5032	0.5032	4987	0.4987	1187	5	6658	5	0	0	0	4.131270651847402	0	0	0	0	4223	125	1682	0.25262841694202465	1520	0.22829678582156804	0	93	0.013968158606188044	11	0.0016521477921297688	0	1715	0.25758486031841393	1670	0.25082607389606487	365	TRUE
chr17:78100000-78110000	chr17	78100000	78110000	5	10000	5	0	0	0	4.016	0	0	0	0	4449	239	2028	0.2028	1990	0.199	0	3081	0.3081	2690	0.269	0	4924	0.4924	4842	0.4842	2368	5	7295	5	0	0	0	3.966278272789582	0	0	0	0	4445	235	2018	0.2766278272789582	1982	0.27169294037011654	0	394	0.05400959561343386	5	0.0006854009595613434	0	2229	0.30555174777244687	2147	0.29431117203564083	1109	TRUE
chr17:23050000-23060000	chr17	23050000	23060000	4	10000	4	0	1	0	3.1567	3	0	4	1	0	0	225	0.0225	181	0.0181	0	9698	0.9698	9698	0.9698	0	9923	0.9923	9923	0.9923	7983	4	275	4	0	3	0	1.7854545454545454	1	0	4	1	0	0	215	0.7818181818181819	179	0.6509090909090909	0	1	0.0036363636363636364	1	0.0036363636363636364	0	216	0.7854545454545454	216	0.7854545454545454	179	TRUE
chr17:74330000-74340000	chr17	74330000	74340000	5	10000	5	0	0	0	4.2235	0	0	1	0	3769	130	1528	0.1528	1409	0.1409	0	2884	0.2884	2767	0.2767	0	4370	0.437	4300	0.43	2221	5	7171	5	0	0	0	4.228559475665876	0	0	0	0	3758	129	1510	0.2105703528099289	1396	0.19467298842560313	0	115	0.016036814949100545	3	0.000418351694324362	0	1583	0.22075024403848836	1513	0.21098870450425325	109	TRUE
chr17:9140000-9150000	chr17	9140000	9150000	5	10000	5	0	0	0	3.7629	0	0	0	0	4255	57	3026	0.3026	2860	0.286	0	1769	0.1769	1103	0.1103	0	4653	0.4653	4036	0.4036	2767	5	8844	5	0	0	0	3.7304387155133423	0	0	0	0	4247	56	2944	0.33288104929895973	2829	0.31987788331071915	0	661	0.0747399366802352	3	0.00033921302578018993	0	3513	0.39721845318860244	2897	0.3275667118950701	1881	TRUE
chr17:78240000-78250000	chr17	78240000	78250000	5	10000	5	0	0	0	4.5661	0	0	0	0	7691	160	1132	0.1132	1112	0.1112	0	264	0.0264	258	0.0258	0	1396	0.1396	1370	0.137	208	5	9732	5	0	0	0	4.5809699958898475	0	0	0	0	7685	160	1127	0.11580353473078504	1107	0.11374845869297164	0	12	0.0012330456226880395	6	0.0006165228113440197	0	1139	0.11703658035347309	1113	0.11436498150431566	17	TRUE
chr17:30100000-30110000	chr17	30100000	30110000	5	10000	5	0	0	0	4.4463	0	0	0	0	6341	114	1565	0.1565	1349	0.1349	0	802	0.0802	650	0.065	0	2219	0.2219	2154	0.2154	355	5	9318	5	0	0	0	4.479716677398583	0	0	0	0	6330	114	1541	0.1653788366602275	1330	0.14273449238033914	0	155	0.01663447091650569	10	0.0010731916720326251	0	1554	0.16677398583386993	1490	0.15990555913286114	116	TRUE
chr17:52540000-52550000	chr17	52540000	52550000	5	10000	5	0	1	0	3.9904	3	0	4	0	1481	62	1221	0.1221	1128	0.1128	0	6679	0.6679	6625	0.6625	0	7787	0.7787	7786	0.7786	913	5	3365	5	0	0	0	3.9384843982169393	0	0	1	0	1481	60	1155	0.34323922734026746	1122	0.33343239227340266	0	55	0.01634472511144131	3	0.0008915304606240713	0	1159	0.34442793462109955	1158	0.34413075780089153	134	TRUE
chr17:84490000-84500000	chr17	84490000	84500000	5	10000	5	0	1	0	3.7754	2	0	5	0	2632	62	3729	0.3729	1738	0.1738	0	5979	0.5979	4922	0.4922	0	6813	0.6813	6724	0.6724	4743	5	5038	5	0	0	0	3.8552997221119494	0	0	0	0	2632	61	1774	0.35212385867407703	1713	0.34001587931718935	0	1043	0.20702659785629218	4	0.0007939658594680428	0	1863	0.36978959904724096	1774	0.35212385867407703	1123	TRUE
chr17:64080000-64090000	chr17	64080000	64090000	5	10000	5	0	0	0	4.1099	0	0	0	0	4557	264	2933	0.2933	1989	0.1989	0	1441	0.1441	320	0.032	0	3381	0.3381	3299	0.3299	547	5	9647	5	0	0	0	4.099409142738676	0	0	0	0	4557	259	2925	0.30320306831139215	1983	0.20555613143982585	0	1116	0.11568363221726961	3	0.0003109775059604022	0	3050	0.31616046439307555	2972	0.30807504923810514	398	TRUE
chr17:7790000-7800000	chr17	7790000	7800000	5	10000	5	0	0	0	4.5487	0	0	0	0	7436	88	1268	0.1268	1130	0.113	0	464	0.0464	337	0.0337	0	1611	0.1611	1593	0.1593	80	5	9651	5	0	0	0	4.563361309708839	0	0	0	0	7427	84	1266	0.13117811625738265	1128	0.1168790798880945	0	135	0.013988187752564501	8	0.0008289296445964149	0	1280	0.13262874313542639	1262	0.13076365143508445	80	TRUE
chr17:41150000-41160000	chr17	41150000	41160000	5	10000	5	0	0	0	3.5809	0	0	3	0	3958	112	3518	0.3518	3168	0.3168	0	1947	0.1947	1761	0.1761	0	5304	0.5304	5294	0.5294	1018	5	8194	5	0	0	0	3.4873077861850135	0	0	0	0	3957	112	3447	0.4206736636563339	3145	0.38381742738589214	0	171	0.020868928484256772	1	0.000122040517451794	0	3511	0.4284842567732487	3501	0.42726385159873076	402	TRUE
chr17:50320000-50330000	chr17	50320000	50330000	5	10000	5	0	1	0	3.6615	0	0	4	0	3378	81	3033	0.3033	2933	0.2933	0	2965	0.2965	2600	0.26	0	5965	0.5965	5617	0.5617	493	5	7369	5	0	0	0	3.5410503460442393	0	0	0	0	3373	81	3008	0.4081964988465192	2921	0.39639028362057266	0	370	0.05021034061609445	9	0.0012213326095806758	0	3347	0.45420002714072466	3014	0.40901072058623966	379	TRUE
chr17:81940000-81950000	chr17	81940000	81950000	5	10000	5	0	0	0	4.1861	0	0	0	0	5692	157	2555	0.2555	2114	0.2114	0	773	0.0773	403	0.0403	0	3006	0.3006	2911	0.2911	434	5	9575	5	0	0	0	4.193211488250653	0	0	0	0	5691	155	2537	0.2649608355091384	2105	0.21984334203655354	0	364	0.03801566579634465	2	0.00020887728459530026	0	2589	0.27039164490861617	2496	0.2606788511749347	187	TRUE
chr17:7010000-7020000	chr17	7010000	7020000	5	10000	5	0	0	0	3.8585	0	0	2	0	3886	33	2747	0.2747	2640	0.264	0	1932	0.1932	1912	0.1912	0	4660	0.466	4653	0.4653	204	5	8062	5	0	0	0	3.822996774993798	0	0	0	0	3886	33	2733	0.33899776730339864	2628	0.3259737037955842	0	22	0.0027288514016373107	3	0.00037211610022326965	0	2736	0.33936988340362195	2729	0.33850161250310096	17	TRUE
chr17:93560000-93570000	chr17	93560000	93570000	5	10000	5	0	0	0	4.2872	0	0	0	0	4817	113	1432	0.1432	1338	0.1338	0	2620	0.262	2586	0.2586	0	4020	0.402	3940	0.394	1403	5	7387	5	0	0	0	4.337078651685394	0	0	0	0	4817	113	1408	0.1906051170976039	1320	0.17869229727900365	0	35	0.004738053336943279	7	0.0009476106673886557	0	1417	0.19182347366996075	1339	0.18126438337620143	310	TRUE
chr17:28200000-28210000	chr17	28200000	28210000	5	10000	5	0	0	0	4.6085	0	0	0	0	7540	81	1143	0.1143	1028	0.1028	0	416	0.0416	171	0.0171	0	1345	0.1345	1278	0.1278	195	5	9804	5	0	0	0	4.619747042023664	0	0	0	0	7531	81	1126	0.11485108119135047	1020	0.10403916768665851	0	254	0.0259077927376581	11	0.0011219910240718074	0	1168	0.11913504691962465	1105	0.11270909832721339	181	TRUE
chr17:16800000-16810000	chr17	16800000	16810000	5	10000	5	0	0	0	3.5701	0	0	1	0	3496	87	4202	0.4202	3123	0.3123	0	1465	0.1465	1355	0.1355	0	4582	0.4582	4544	0.4544	3139	5	8630	5	0	0	0	3.6119351100811126	0	0	1	0	3496	85	3178	0.3682502896871379	3109	0.3602549246813441	0	117	0.013557358053302434	9	0.0010428736964078794	0	3220	0.373117033603708	3182	0.3687137891077636	1982	TRUE
chr17:42940000-42950000	chr17	42940000	42950000	5	10000	5	0	1	0	3.5384	3	0	4	0	1479	65	2912	0.2912	2696	0.2696	0	5158	0.5158	4931	0.4931	0	7933	0.7933	7788	0.7788	3748	5	5021	5	0	3	0	2.997211710814579	0	0	4	0	1469	64	2850	0.5676160127464649	2675	0.5327623979286995	0	229	0.04560844453296156	8	0.001593308105954989	0	2975	0.5925114519020116	2832	0.5640310695080661	529	TRUE
chr17:71960000-71970000	chr17	71960000	71970000	5	10000	5	0	0	0	4.443	0	0	0	0	7003	146	1699	0.1699	1629	0.1629	0	203	0.0203	181	0.0181	0	1894	0.1894	1829	0.1829	126	5	9795	5	0	0	0	4.452169474221542	0	0	0	0	6997	146	1687	0.17223072996426747	1623	0.16569678407350688	0	22	0.0022460438999489536	4	0.000408371618172537	0	1703	0.17386421643695762	1641	0.1675344563552833	0	TRUE
chr17:80480000-80490000	chr17	80480000	80490000	5	10000	5	0	0	0	3.8805	0	0	0	0	4298	122	2958	0.2958	2706	0.2706	0	1325	0.1325	1275	0.1275	0	4269	0.4269	4112	0.4112	1143	5	8669	5	0	0	0	3.8496943130695582	0	0	0	0	4292	122	2917	0.33648633060329913	2670	0.30799400161494983	0	55	0.0063444457261506515	6	0.0006921213519437074	0	2959	0.34133118006690505	2802	0.3232206713577114	297	TRUE
chr17:29960000-29970000	chr17	29960000	29970000	5	10000	5	0	0	0	3.9483	0	0	1	0	4266	61	2474	0.2474	2137	0.2137	0	3135	0.3135	2566	0.2566	0	4970	0.497	4876	0.4876	2034	5	7337	5	0	0	0	3.909090909090909	0	0	0	0	4243	61	2269	0.3092544636772523	2101	0.2863568215892054	0	549	0.07482622325201035	7	0.000954068420335287	0	2357	0.321248466675753	2266	0.30884557721139433	883	TRUE
chr17:19570000-19580000	chr17	19570000	19580000	5	10000	5	0	1	0	3.6994	4	0	5	0	0	15	3389	0.3389	2380	0.238	0	8521	0.8521	6701	0.6701	0	9746	0.9746	9688	0.9688	4749	5	3217	5	0	3	0	2.13521914827479	1	0	5	0	0	10	2912	0.905191171899285	2344	0.7286291576002487	0	1802	0.5601492073360274	4	0.0012433944668946222	0	2996	0.9313024557040721	2947	0.916070873484613	2219	TRUE
chr17:7840000-7850000	chr17	7840000	7850000	5	10000	5	0	0	0	3.3645	0	0	0	0	4470	95	4109	0.4109	3938	0.3938	0	735	0.0735	647	0.0647	0	4757	0.4757	4619	0.4619	1429	5	9307	5	0	0	0	3.315568926614376	0	0	0	0	4460	95	4082	0.43859460621037927	3915	0.4206511228107876	0	91	0.009777586762651768	6	0.000644676050284732	0	4088	0.439239282260664	3953	0.42473407112925754	1284	TRUE
chr17:3620000-3630000	chr17	3620000	3630000	5	10000	5	0	3	0	2.4923	2	0	5	0	652	11	7133	0.7133	6733	0.6733	0	6369	0.6369	2063	0.2063	0	9252	0.9252	9124	0.9124	6534	5	7926	5	0	3	0	2.101564471360081	2	0	5	0	652	11	7119	0.8981831945495836	6719	0.8477163764824628	0	4301	0.5426444612667172	3	0.0003785011355034065	0	7178	0.905627050214484	7050	0.8894776684330054	5882	TRUE
chr17:30680000-30690000	chr17	30680000	30690000	5	10000	5	0	1	0	3.8423	1	0	4	0	1547	54	2514	0.2514	1787	0.1787	0	5620	0.562	4119	0.4119	0	6756	0.6756	6306	0.6306	3392	5	5820	5	0	1	0	3.6618556701030927	0	0	1	0	1539	52	2310	0.39690721649484534	1769	0.30395189003436424	0	1478	0.25395189003436425	4	0.0006872852233676976	0	2601	0.4469072164948454	2157	0.37061855670103094	864	TRUE
chr17:61110000-61120000	chr17	61110000	61120000	5	10000	5	0	0	0	4.2283	0	0	0	0	5270	163	1880	0.188	1789	0.1789	0	1375	0.1375	1090	0.109	0	2996	0.2996	2956	0.2956	254	5	8895	5	0	0	0	4.249690837549185	0	0	0	0	5270	163	1863	0.2094435075885329	1787	0.20089938167509838	0	288	0.03237774030354131	11	0.0012366498032602585	0	1906	0.21427768409218662	1868	0.21000562113546936	211	TRUE
chr17:21850000-21860000	chr17	21850000	21860000	5	10000	5	0	1	0	4.2185	3	0	4	0	101	49	236	0.0236	109	0.0109	0	9479	0.9479	8210	0.821	0	9654	0.9654	8436	0.8436	574	5	1760	5	0	0	0	4.6528409090909095	2	0	2	0	100	47	185	0.10511363636363637	103	0.058522727272727275	0	1254	0.7125	5	0.002840909090909091	0	1419	0.80625	217	0.12329545454545454	64	TRUE
chr17:21610000-21620000	chr17	21610000	21620000	5	10000	5	0	1	0	4.1001	4	0	5	0	716	156	1200	0.12	686	0.0686	0	8130	0.813	7711	0.7711	0	8649	0.8649	8613	0.8613	4338	5	2246	5	0	0	0	3.7876224398931435	0	0	0	0	716	156	856	0.3811219946571683	667	0.29697239536954584	0	390	0.1736420302760463	5	0.002226179875333927	0	897	0.3993766696349065	863	0.3842386464826358	563	TRUE
chr17:15570000-15580000	chr17	15570000	15580000	5	10000	5	0	0	0	3.447	0	0	3	0	3148	82	3904	0.3904	3502	0.3502	0	1717	0.1717	1354	0.1354	0	5275	0.5275	5142	0.5142	2896	5	8562	5	0	0	0	3.350151833683719	0	0	1	0	3140	81	3751	0.43809857509927586	3471	0.405395935529082	0	357	0.041695865451997195	4	0.000467180565288484	0	3875	0.4525811726232189	3758	0.4389161410885307	2147	TRUE
chr17:3020000-3030000	chr17	3020000	3030000	3	10000	3	0	0	0	2.9552	1	0	1	0	0	0	0	0.0	0	0.0	0	137	0.0137	137	0.0137	0	137	0.0137	137	0.0137	100	3	9864	3	0	0	0	2.964720194647202	1	0	1	0	0	0	0	0.0	0	0.0	0	5	0.0005068937550689375	5	0.0005068937550689375	0	5	0.0005068937550689375	5	0.0005068937550689375	0	TRUE
chr17:83850000-83860000	chr17	83850000	83860000	5	10000	5	0	1	0	3.3562	1	0	4	0	2042	147	4556	0.4556	4119	0.4119	0	2887	0.2887	2147	0.2147	0	6644	0.6644	6532	0.6532	2485	5	7801	5	0	3	0	3.162543263684143	0	0	4	0	2036	147	4431	0.5680041020382002	4092	0.5245481348545058	0	725	0.09293680297397769	4	0.0005127547750288425	0	4469	0.5728752724009742	4357	0.5585181387001666	834	TRUE
chr17:8690000-8700000	chr17	8690000	8700000	5	10000	5	0	4	0	1.9257	1	0	5	0	299	2	8104	0.8104	7858	0.7858	0	3429	0.3429	1445	0.1445	0	9459	0.9459	9411	0.9411	8179	5	8477	5	0	4	0	1.550784475639967	1	0	5	0	299	2	7893	0.9311077031968857	7790	0.9189571782470214	0	1969	0.23227556918721246	2	0.0002359325232983367	0	7941	0.9367700837560458	7894	0.9312256694585349	7338	TRUE
chr17:48750000-48760000	chr17	48750000	48760000	5	10000	5	0	0	0	4.1758	0	0	0	0	4828	125	1862	0.1862	1689	0.1689	0	2333	0.2333	2245	0.2245	0	4116	0.4116	4071	0.4071	1811	5	7709	5	0	0	0	4.19950706965884	0	0	0	0	4819	125	1819	0.2359579712024906	1667	0.21624075755610325	0	85	0.011026073420677131	6	0.0007783110649889739	0	1848	0.23971980801660397	1805	0.23414191205084967	302	TRUE
chr17:94730000-94740000	chr17	94730000	94740000	5	10000	5	0	0	0	4.6547	3	0	3	0	18	35	257	0.0257	28	0.0028	0	8437	0.8437	8219	0.8219	0	8694	0.8694	8292	0.8292	2203	5	1711	5	0	0	0	4.70426651081239	1	0	1	0	13	33	240	0.1402688486265342	18	0.010520163646990065	0	219	0.12799532437171246	3	0.0017533606078316774	0	459	0.2682641729982466	59	0.034482758620689655	0	TRUE
chr17:93510000-93520000	chr17	93510000	93520000	5	10000	5	0	1	0	3.8767	4	0	5	0	786	6	2854	0.2854	577	0.0577	0	7544	0.7544	7036	0.7036	0	8206	0.8206	7977	0.7977	5708	5	2917	5	0	0	0	4.079533767569421	1	0	1	0	784	6	902	0.3092218032224889	559	0.19163524168666438	0	485	0.1662667123757285	3	0.0010284538909838875	0	1131	0.3877271169009256	914	0.3133356187864244	166	TRUE
chr17:76960000-76970000	chr17	76960000	76970000	5	10000	5	0	0	0	4.3047	0	0	0	0	4923	182	2014	0.2014	1872	0.1872	0	220	0.022	146	0.0146	0	2193	0.2193	2125	0.2125	106	5	9843	5	0	0	0	4.3022452504317785	0	0	0	0	4923	182	2010	0.20420603474550442	1872	0.19018591892715636	0	80	0.0081276033729554	9	0.0009143553794574825	0	2049	0.20816824138982018	1988	0.20197094381794167	35	TRUE
chr17:18140000-18150000	chr17	18140000	18150000	5	10000	5	0	1	0	3.551	4	0	5	0	0	0	2095	0.2095	1925	0.1925	0	9210	0.921	7992	0.7992	0	9991	0.9991	9991	0.9991	7176	5	1968	5	0	3	0	1.7439024390243902	2	1	5	1	0	0	1951	0.9913617886178862	1901	0.9659552845528455	0	1182	0.600609756097561	1	0.0005081300813008131	0	1959	0.9954268292682927	1959	0.9954268292682927	1713	TRUE
chr17:23320000-23330000	chr17	23320000	23330000	4	10000	4	0	1	0	2.8549	3	0	4	0	289	0	547	0.0547	521	0.0521	493	9466	0.9466	9135	0.9135	0	9993	0.9993	9969	0.9969	9556	4	849	4	0	4	0	1.1990577149587751	0	0	4	0	285	0	541	0.6372202591283863	515	0.6065959952885748	487	321	0.37809187279151946	0	0.0	0	842	0.9917550058892816	822	0.9681978798586572	507	TRUE
chr17:70860000-70870000	chr17	70860000	70870000	5	10000	5	0	0	0	3.6114	0	0	3	0	3524	93	3622	0.3622	3492	0.3492	0	1495	0.1495	1448	0.1448	0	5111	0.5111	5022	0.5022	406	5	8490	5	0	0	0	3.5062426383981156	0	0	0	0	3504	89	3598	0.4237926972909305	3473	0.40906949352179034	0	47	0.005535924617196702	4	0.0004711425206124853	0	3641	0.42885747938751473	3552	0.4183745583038869	2	TRUE
chr17:82110000-82120000	chr17	82110000	82120000	5	10000	5	0	1	0	4.1932	3	0	4	0	2020	27	239	0.0239	184	0.0184	0	7500	0.75	7491	0.7491	0	7739	0.7739	7675	0.7675	1891	5	2495	5	0	0	0	4.703807615230461	0	0	0	0	2017	27	237	0.09498997995991984	184	0.07374749498997996	0	11	0.004408817635270541	4	0.0016032064128256513	0	248	0.09939879759519038	188	0.07535070140280561	0	TRUE
chr17:66720000-66730000	chr17	66720000	66730000	5	10000	5	0	0	0	4.5274	0	0	0	0	6792	125	1343	0.1343	1248	0.1248	0	468	0.0468	279	0.0279	0	1750	0.175	1613	0.1613	106	5	9681	5	0	0	0	4.538890610474125	0	0	0	0	6781	124	1332	0.1375890920359467	1242	0.1282925317632476	0	181	0.018696415659539303	4	0.0004131804565644045	0	1452	0.14998450573287883	1324	0.1367627311228179	5	TRUE
chr17:16570000-16580000	chr17	16570000	16580000	5	10000	5	0	1	0	3.6082	0	0	1	0	0	31	1675	0.1675	1590	0.159	0	2024	0.2024	1147	0.1147	0	3050	0.305	3005	0.3005	1940	5	8832	5	0	1	0	3.545289855072464	0	0	1	0	0	31	1661	0.1880661231884058	1576	0.17844202898550723	0	864	0.09782608695652174	7	0.000792572463768116	0	1886	0.21354166666666666	1841	0.2084465579710145	918	TRUE
chr17:88880000-88890000	chr17	88880000	88890000	5	10000	5	0	0	0	4.1918	0	0	0	0	5611	167	2156	0.2156	1842	0.1842	0	1429	0.1429	1153	0.1153	0	3320	0.332	3291	0.3291	828	5	8833	5	0	0	0	4.211479678478433	0	0	0	0	5606	167	2142	0.24249971697045172	1834	0.20763047662175932	0	282	0.031925733046530055	6	0.0006792709158836182	0	2159	0.24442431789878863	2132	0.24136759877731234	0	TRUE
chr17:10000000-10010000	chr17	10000000	10010000	5	10000	5	0	0	0	3.8641	0	0	1	0	4287	99	3231	0.3231	2865	0.2865	0	1534	0.1534	1469	0.1469	0	4730	0.473	4583	0.4583	46	5	8489	5	0	0	0	3.8189421604429263	0	0	0	0	4284	95	3198	0.3767228177641654	2849	0.3356107904346802	0	65	0.007656967840735069	6	0.0007067970314524679	0	3237	0.38131699846860645	3096	0.3647072682294734	2	TRUE
chr17:82800000-82810000	chr17	82800000	82810000	5	10000	5	0	1	0	3.9495	4	0	5	0	419	49	997	0.0997	620	0.062	0	8385	0.8385	8279	0.8279	0	9220	0.922	9211	0.9211	6259	5	1705	5	0	1	0	3.3870967741935485	0	0	3	0	418	49	917	0.5378299120234604	614	0.3601173020527859	0	96	0.0563049853372434	1	0.0005865102639296188	0	927	0.5436950146627566	918	0.5384164222873901	352	TRUE
chr17:72390000-72400000	chr17	72390000	72400000	5	10000	5	0	0	0	4.1337	0	0	0	0	6075	115	2410	0.241	2338	0.2338	0	639	0.0639	578	0.0578	0	2990	0.299	2975	0.2975	277	5	9398	5	0	0	0	4.1437539902106835	0	0	0	0	6073	114	2389	0.25420302191955735	2322	0.24707384549904235	0	64	0.006809959565865078	4	0.00042562247286656737	0	2399	0.2552670781017238	2384	0.25367099382847413	8	TRUE
