# Window-based topology counter
# PYTHON VERSION: 3.11.3
# Script call:    18_topo_counter.py -i ../data/mm10-10kb-window-stats.tsv -t ../04-iqtree/ -w 10 -o ../data/mm10-10kb-topo-counts.csv
# Runtime:        07/27/2023 18:25:55
# ----------------
# Window size:          10000.0
# Window file:          ../data/mm10-10kb-window-stats.tsv
# Tree dir:             ../04-iqtree/
# Output file:          ../data/mm10-10kb-topo-counts.csv
# 07.27.2023 | 18:25:55 Reading windows...
# Windows read:         9499
# Chromosome:           17
# Chromosome length:    94987271
# Locus tree directory: ../04-iqtree/chr17/10kb/loci
# Concat tree file:     ../04-iqtree/chr17/10kb/concat/chr17-concat.treefile.rooted
# ASTRAL tree file:     ../04-iqtree/chr17/10kb/astral/chr17-astral.treefile.rooted
# Concordance file:     ../04-iqtree/chr17/10kb/astral/chr17-astral.cf.stat
# ----------------
# 07.27.2023 | 18:25:55 Reading concatenated chromosome tree...
# Concat chromosome tree:      "(pahari:0.0385283,(caroli:0.0225932267,((mus-t:0.0039517303,mm10:0.0029577244)100:0.0092301288,(spicilegus:0.0080599363,spretus:0.0103265889)100:0.0031609812)100:0.0145824337):0.0385283);"
# Concat chromosome topology:  "(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>"
# 07.27.2023 | 18:25:55 Reading ASTRAL chromosome tree...
# ASTRAL chromosome tree:      "(pahari,(((spicilegus,spretus)1:0.5521352663568871,(mus-t,mm10)1:1.825794664015147)1:0.694750790890728,caroli):0);"
# ASTRAL chromosome topology:  "(pahari,(((spicilegus,spretus)<1>,(mus-t,mm10)<2>)<3>,caroli)<4>)<5>"
# ASTRAL-concat match:   TRUE
# 07.27.2023 | 18:25:55 Calculating average CFs...
# Average gCF:          67.1
# Average sCF:          74.79
# 07.27.2023 | 18:25:55 Reading windows and counting topologies...
# Total trees read:   6708
# No tree file:       0
# Filtered windows:   2791
# Unique topologies:  88
# ----------------
# 07.27.2023 | 18:30:46 Counting and ranking topologies for this chromosome...
# ----------------
# 07.27.2023 | 18:30:46 Counting and ranking overall topologies...
# ----------------
# 07.27.2023 | 18:30:46 Writing output: ../data/mm10-10kb-topo-counts.csv
window,chr,chr.len,start,end,filter,gcf,scf,topo.num.overall,topo.count.overall,topo.rank.overall,topo.color,topo.num.chrome,topo.count.chrome,topo.rank.chrome,topo,concat.chrome.topo.match,astral.chrome.topo.match,unparsed.tree
chr17:65860000-65870000,"chr17","94987271","65860000","65870000","PASS","67.1","74.79","31","85","15","#999999","31","85","15","(pahari,(((caroli,spicilegus)<1>,spretus)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.289351,(((caroli:0.0339166862,spicilegus:0.0113984993)72:0.0033195618,spretus:0.0082796424)45:0.0021278167,(mus-t:0.0005043747,mm10:0.0015914324)83:0.0057039842):0.289351);"
chr17:76300000-76310000,"chr17","94987271","76300000","76310000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:1.81948,(caroli:0.0133641844,((mus-t:0.0050526993,mm10:0.0036296606)92:0.0100162277,(spicilegus:0.0115615715,spretus:0.0131387648)31:0.0018060881)12:0.0319785369):1.81948);"
chr17:4590000-4600000,"chr17","94987271","4590000","4600000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0275115,(caroli:0.0246288385,((mus-t:0.0007335134,mm10:0.0013937447)100:0.0079992477,(spicilegus:0.0050703707,spretus:0.0065117422)100:0.0034736350)100:0.0089443127):0.0275115);"
chr17:71560000-71570000,"chr17","94987271","71560000","71570000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:69320000-69330000,"chr17","94987271","69320000","69330000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:47310000-47320000,"chr17","94987271","47310000","47320000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.313082,(caroli:0.0075787695,((mus-t:0.0005540412,mm10:0.0003516815)82:0.0056488554,(spicilegus:0.0041217846,spretus:0.0056835978)83:0.0026455222)16:0.0200876305):0.313082);"
chr17:75200000-75210000,"chr17","94987271","75200000","75210000","PASS","67.1","74.79","10","177","8","#999999","10","177","8","(pahari,(((caroli,(spicilegus,spretus)<1>)<2>,mm10)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:0.537882,(((caroli:0.0292235577,(spicilegus:0.0087684618,spretus:0.0085655052)75:0.0046482693)48:0.0104512324,mm10:0.0022355891)17:0.0000129113,mus-t:0.0021442572):0.537882);"
chr17:28970000-28980000,"chr17","94987271","28970000","28980000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0298568,(caroli:0.0229938395,((mus-t:0.0027256527,mm10:0.0037642868)100:0.0065208509,(spicilegus:0.0055550341,spretus:0.0048863436)100:0.0042548033)100:0.0086624079):0.0298568);"
chr17:37320000-37330000,"chr17","94987271","37320000","37330000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:72520000-72530000,"chr17","94987271","72520000","72530000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.146518,(caroli:0.0000770118,((mus-t:0.0037094670,mm10:0.0013457287)89:0.0043350209,(spicilegus:0.0065878683,spretus:0.0098149638)51:0.0023426874)13:0.0358839224):0.146518);"
chr17:58360000-58370000,"chr17","94987271","58360000","58370000","PASS","67.1","74.79","11","253","6","#999999","11","253","6","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spretus)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:1.86516,(((caroli:0.0338990627,(mus-t:0.0000010031,mm10:0.0000010031)93:0.0114555599)54:0.0050199404,spretus:0.0055884034)12:0.0056152960,spicilegus:0.0011593044):1.86516);"
chr17:86370000-86380000,"chr17","94987271","86370000","86380000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:62400000-62410000,"chr17","94987271","62400000","62410000","PASS","67.1","74.79","14","318","4","#999999","14","318","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:5,((caroli:0.0250980522,(spicilegus:0.0054263267,spretus:0.0084994256)54:0.0016347410)51:0.0108113473,(mus-t:0.0000010000,mm10:0.0000010000)71:0.0000021924):5);"
chr17:67110000-67120000,"chr17","94987271","67110000","67120000","PASS","67.1","74.79","21","78","16","#999999","21","78","16","(pahari,((caroli,((mus-t,mm10)<1>,spretus)<2>)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,((caroli:0.0389092227,((mus-t:0.0000010000,mm10:0.0000010000)94:0.0109777995,spretus:0.0118865341)58:0.0016890217)21:0.0093807707,spicilegus:0.0000193587):5e-07);"
chr17:29760000-29770000,"chr17","94987271","29760000","29770000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0349787,(caroli:0.0187064673,((mus-t:0.0034438669,mm10:0.0048005104)100:0.0055783852,(spicilegus:0.0077661446,spretus:0.0074420545)99:0.0020902541)100:0.0114845513):0.0349787);"
chr17:84540000-84550000,"chr17","94987271","84540000","84550000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:48450000-48460000,"chr17","94987271","48450000","48460000","PASS","67.1","74.79","14","318","4","#999999","14","318","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.49267,((caroli:0.0358314821,(spicilegus:0.0044734344,spretus:0.0086296575)77:0.0038227764)43:0.0077880538,(mus-t:0.0013720740,mm10:0.0009366342)77:0.0000022291):0.49267);"
chr17:6990000-7000000,"chr17","94987271","6990000","7000000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0326206,(caroli:0.0156038805,(((mus-t:0.0032081413,mm10:0.0039392297)100:0.0011683902,spicilegus:0.0037007130)100:0.0050516520,spretus:0.0130160203)100:0.0104764866):0.0326206);"
chr17:93180000-93190000,"chr17","94987271","93180000","93190000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:69890000-69900000,"chr17","94987271","69890000","69900000","PASS","67.1","74.79","11","253","6","#999999","11","253","6","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spretus)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,(((caroli:0.0291332927,(mus-t:0.0000010000,mm10:0.0000010000)91:0.0124546543)48:0.0055936945,spretus:0.0074230531)12:0.0000010226,spicilegus:0.0079956719):5e-07);"
chr17:39750000-39760000,"chr17","94987271","39750000","39760000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:85510000-85520000,"chr17","94987271","85510000","85520000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:77620000-77630000,"chr17","94987271","77620000","77630000","PASS","67.1","74.79","11","253","6","#999999","11","253","6","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spretus)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:0.295949,(((caroli:0.0369175819,(mus-t:0.0000010011,mm10:0.0000010011)95:0.0308174899)65:0.0150756225,spretus:0.0138835090)19:0.0001488120,spicilegus:0.0069609059):0.295949);"
chr17:77480000-77490000,"chr17","94987271","77480000","77490000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:19440000-19450000,"chr17","94987271","19440000","19450000","PASS","67.1","74.79","16","90","13","#999999","16","90","13","(pahari,((caroli,((mus-t,mm10)<1>,spicilegus)<2>)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,((caroli:0.0300849450,((mus-t:0.0000024764,mm10:0.1380038199)82:0.0407447506,spicilegus:0.0000022429)45:0.1472491476)16:0.2191973565,spretus:0.0027790676):5e-07);"
chr17:92470000-92480000,"chr17","94987271","92470000","92480000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0488025,(caroli:0.0000023384,((mus-t:0.0000010022,mm10:0.0000010022)100:0.0114447177,(spicilegus:0.0028154711,spretus:0.0068580704)98:0.0047990301)98:0.0365138837):0.0488025);"
chr17:67350000-67360000,"chr17","94987271","67350000","67360000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:71620000-71630000,"chr17","94987271","71620000","71630000","PASS","67.1","74.79","3","225","7","#999999","3","225","7","(pahari,((caroli,(mus-t,mm10)<1>)<2>,(spicilegus,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.845695,((caroli:0.0369378152,(mus-t:0.0000010000,mm10:0.0000010000)92:0.0112163297)60:0.0094581261,(spicilegus:0.0037417154,spretus:0.0060224903)61:0.0000026318):0.845695);"
chr17:41240000-41250000,"chr17","94987271","41240000","41250000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.00987954,(caroli:0.0044044676,((mus-t:0.0085010816,mm10:0.0086174717)100:0.0088909095,(spicilegus:0.0067352786,spretus:0.0123758032)96:0.0039949279)100:0.0335721858):0.00987954);"
chr17:93300000-93310000,"chr17","94987271","93300000","93310000","PASS","67.1","74.79","2","454","3","#006ddb","2","454","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.32981,(caroli:0.0344848384,(((mus-t:0.0005289553,mm10:0.0015200435)91:0.0057924044,spretus:0.0115831210)37:0.0003018406,spicilegus:0.0093794305)60:0.0252746154):0.32981);"
chr17:43360000-43370000,"chr17","94987271","43360000","43370000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:50730000-50740000,"chr17","94987271","50730000","50740000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:91500000-91510000,"chr17","94987271","91500000","91510000","PASS","67.1","74.79","18","52","20","#999999","18","52","20","(pahari,((((caroli,spretus)<1>,spicilegus)<2>,mm10)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:0.64827,((((caroli:0.0450238041,spretus:0.0103270500)62:0.0004355717,spicilegus:0.0060310570)80:0.0060377873,mm10:0.0033904806)54:0.0033805550,mus-t:0.0000026576):0.64827);"
chr17:86740000-86750000,"chr17","94987271","86740000","86750000","PASS","67.1","74.79","13","314","5","#999999","13","314","5","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spicilegus)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:2.0797,(((caroli:0.0346639315,(mus-t:0.0000010029,mm10:0.0000010029)94:0.0117393421)37:0.0021698966,spicilegus:0.0088264662)20:0.0092109191,spretus:0.0030078290):2.0797);"
chr17:18000000-18010000,"chr17","94987271","18000000","18010000","PASS","67.1","74.79","3","225","7","#999999","3","225","7","(pahari,((caroli,(mus-t,mm10)<1>)<2>,(spicilegus,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0435527,((caroli:0.0693297838,(mus-t:0.0065637198,mm10:0.0095884058)100:0.0186289528)100:0.0303637774,(spicilegus:0.0076305562,spretus:0.0076593757)100:0.1431864727):0.0435527);"
chr17:67530000-67540000,"chr17","94987271","67530000","67540000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:2.01696,(caroli:0.0785844734,((mus-t:0.0000010000,mm10:0.0000010000)95:0.0148964549,(spicilegus:0.0061179469,spretus:0.0785589308)52:0.0072237317)18:0.0000830500):2.01696);"
chr17:25340000-25350000,"chr17","94987271","25340000","25350000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0328571,(caroli:0.0186871412,((mus-t:0.0041598963,mm10:0.0044346626)100:0.0064923367,(spicilegus:0.0055028119,spretus:0.0099850098)99:0.0044814984)100:0.0064797648):0.0328571);"
chr17:81080000-81090000,"chr17","94987271","81080000","81090000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:38860000-38870000,"chr17","94987271","38860000","38870000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:57180000-57190000,"chr17","94987271","57180000","57190000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.278176,(caroli:0.0000022081,(((mus-t:0.0000010005,mm10:0.0000010005)83:0.0114136107,spicilegus:0.0099133888)41:0.0016944277,spretus:0.0062693872)72:0.0380609687):0.278176);"
chr17:48140000-48150000,"chr17","94987271","48140000","48150000","PASS","67.1","74.79","14","318","4","#999999","14","318","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.748387,((caroli:0.0467627719,(spicilegus:0.0441837429,spretus:0.0412735158)94:0.0492266785)72:0.0488021014,(mus-t:0.0000010000,mm10:0.0000010000)60:0.0000020292):0.748387);"
chr17:84040000-84050000,"chr17","94987271","84040000","84050000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:20090000-20100000,"chr17","94987271","20090000","20100000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:21130000-21140000,"chr17","94987271","21130000","21140000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:39600000-39610000,"chr17","94987271","39600000","39610000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:9960000-9970000,"chr17","94987271","9960000","9970000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0375108,(caroli:0.0202810188,((mus-t:0.0046431496,mm10:0.0033023359)100:0.0050966750,(spicilegus:0.0056057989,spretus:0.0100206423)81:0.0008100338)100:0.0116116432):0.0375108);"
chr17:90820000-90830000,"chr17","94987271","90820000","90830000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0882848,(caroli:0.0000021706,((mus-t:0.0039664413,mm10:0.0031314650)100:0.0066462202,(spicilegus:0.0064475501,spretus:0.0101886826)90:0.0043265159)80:0.0322681989):0.0882848);"
chr17:27340000-27350000,"chr17","94987271","27340000","27350000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0342287,(caroli:0.0168132617,((mus-t:0.0032530580,mm10:0.0016091378)100:0.0036178882,(spicilegus:0.0054563668,spretus:0.0063844493)89:0.0007287278)100:0.0127378771):0.0342287);"
chr17:23020000-23030000,"chr17","94987271","23020000","23030000","PASS","67.1","74.79","57","8","33","#999999","57","8","33","(pahari,((caroli,(mus-t,(spicilegus,spretus)<1>)<2>)<3>,mm10)<4>)<5>;","FALSE","FALSE","(pahari:0.242777,((caroli:0.0000020773,(mus-t:0.0772794459,(spicilegus:0.0170851492,spretus:0.0074259539)75:0.1738570655)36:0.2733477302)8:0.0119471880,mm10:0.0000010000):0.242777);"
chr17:30820000-30830000,"chr17","94987271","30820000","30830000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0444987,(caroli:0.0280541605,(((mus-t:0.0030673326,mm10:0.0038478297)100:0.0123932212,spicilegus:0.0094671363)98:0.0059630436,spretus:0.0137485052)98:0.0060197551):0.0444987);"
chr17:69360000-69370000,"chr17","94987271","69360000","69370000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:5,(caroli:0.0082806313,((mus-t:0.0000010000,mm10:0.0000010000)95:0.0109678360,(spicilegus:0.0092094255,spretus:0.0101126641)66:0.0062444080)21:0.0226848166):5);"
chr17:30360000-30370000,"chr17","94987271","30360000","30370000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.023948,(caroli:0.0185643903,((mus-t:0.0053262132,mm10:0.0044161302)99:0.0012563767,(spicilegus:0.0055794727,spretus:0.0055850403)99:0.0014663525)100:0.0127429526):0.023948);"
chr17:10870000-10880000,"chr17","94987271","10870000","10880000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0211579,(caroli:0.0178851385,(((mus-t:0.0002111066,mm10:0.0012657774)100:0.0048063715,spicilegus:0.0061263287)55:0.0010241394,spretus:0.0042775814)100:0.0161716556):0.0211579);"
chr17:59650000-59660000,"chr17","94987271","59650000","59660000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.237699,(caroli:0.0293672374,((mus-t:0.0000010000,mm10:0.0000010000)85:0.0099588987,(spicilegus:0.0062912662,spretus:0.0097384521)95:0.0042835738)41:0.0036972830):0.237699);"
chr17:73280000-73290000,"chr17","94987271","73280000","73290000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.334885,(caroli:0.0000022146,((mus-t:0.0005623165,mm10:0.0000010000)92:0.0918661390,(spicilegus:0.0432435263,spretus:0.0541905477)89:0.0214559019)70:0.0507232303):0.334885);"
chr17:55270000-55280000,"chr17","94987271","55270000","55280000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.192104,(caroli:0.0000021014,(((mus-t:0.0075971608,mm10:0.0042289933)90:0.0076592529,spicilegus:0.0107315698)37:0.0008576338,spretus:0.0068923542)72:0.0513604968):0.192104);"
chr17:23510000-23520000,"chr17","94987271","23510000","23520000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:81040000-81050000,"chr17","94987271","81040000","81050000","PASS","67.1","74.79","16","90","13","#999999","16","90","13","(pahari,((caroli,((mus-t,mm10)<1>,spicilegus)<2>)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:2.69285,((caroli:0.0371523673,((mus-t:0.0044550907,mm10:0.0002158723)90:0.0101668355,spicilegus:0.0084675441)34:0.0014120894)19:0.0082317526,spretus:0.0000026926):2.69285);"
chr17:78310000-78320000,"chr17","94987271","78310000","78320000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:69190000-69200000,"chr17","94987271","69190000","69200000","PASS","67.1","74.79","14","318","4","#999999","14","318","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:5,((caroli:0.0331852869,(spicilegus:0.0101254850,spretus:0.0118349910)58:0.0021697598)38:0.0086148026,(mus-t:0.0000010000,mm10:0.0002487940)79:0.0000029125):5);"
chr17:15350000-15360000,"chr17","94987271","15350000","15360000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0277383,(caroli:0.0166993821,(((mus-t:0.0049937030,mm10:0.0046463999)100:0.0034713873,spicilegus:0.0046885894)99:0.0023268956,spretus:0.0086534466)100:0.0066697875):0.0277383);"
chr17:11330000-11340000,"chr17","94987271","11330000","11340000","PASS","67.1","74.79","44","18","28","#999999","44","18","28","(pahari,(caroli,(((mus-t,spicilegus)<1>,spretus)<2>,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0331451,(caroli:0.0172790136,(((mus-t:0.0047718457,spicilegus:0.0038378500)37:0.0003625249,spretus:0.0079035361)70:0.0016310797,mm10:0.0037324735)100:0.0131497670):0.0331451);"
chr17:91110000-91120000,"chr17","94987271","91110000","91120000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:43910000-43920000,"chr17","94987271","43910000","43920000","PASS","67.1","74.79","6","176","9","#999999","6","176","9","(pahari,(((caroli,(spicilegus,spretus)<1>)<2>,mus-t)<3>,mm10)<4>)<5>;","FALSE","FALSE","(pahari:5,(((caroli:0.0343412691,(spicilegus:0.0090427825,spretus:0.0092524413)72:0.0068757480)46:0.0068861648,mus-t:0.0080357408)18:0.0000023452,mm10:0.0121296942):5);"
chr17:12340000-12350000,"chr17","94987271","12340000","12350000","FILTER","67.1","74.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:88160000-88170000,"chr17","94987271","88160000","88170000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.340797,(caroli:0.0000029243,(((mus-t:0.0000010079,mm10:0.0000010079)100:0.0112486691,spicilegus:0.0057957341)89:0.0042230967,spretus:0.0060522625)95:0.0325346807):0.340797);"
chr17:3960000-3970000,"chr17","94987271","3960000","3970000","PASS","67.1","74.79","5","914","2","#004949","5","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0293087,(caroli:0.0204642346,(((mus-t:0.0062737168,mm10:0.0060480061)100:0.0086869066,spicilegus:0.0062651748)70:0.0011351569,spretus:0.0077800885)100:0.0095931462):0.0293087);"
chr17:33520000-33530000,"chr17","94987271","33520000","33530000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:2.13817,(caroli:0.0078712631,((mus-t:0.0003416153,mm10:0.0000010006)89:0.0045116632,(spicilegus:0.0065550016,spretus:0.0080671981)69:0.0029206876)16:0.0239630528):2.13817);"
chr17:22310000-22320000,"chr17","94987271","22310000","22320000","PASS","67.1","74.79","1","2527","1","#db6d00","1","2527","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.101905,(caroli:0.0467550302,((mus-t:0.0028270707,mm10:0.0081778718)99:0.1505702009,(spicilegus:0.0165535933,spretus:0.0160319049)98:0.1817663622)55:0.0570213851):0.101905);"
chr17:79600000-79610000,"chr17","94987271","79600000","79610000","PASS","67.1","74.79","13","314","5","#999999","13","314","5","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spicilegus)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:0.517977,(((caroli:0.0245994380,(mus-t:0.0000010000,mm10:0.0000010000)93:0.0094288535)55:0.0055710815,spicilegus:0.0079990909)22:0.0000024165,spretus:0.0059589178):0.517977);"
chr17:92400000-92410000,"chr17","94987271","92400000","92410000","PASS","67.1","74.79","16","90","13","#999999","16","90","13","(pahari,(spretus,(caroli,((mus-t,mm10)<1>,spicilegus)<2>)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.15147,(spretus:0.0000010000,(caroli:0.0468556812,((mus-t:0.0000010000,mm10:0.0000010000)98:0.0100819298,spicilegus:0.0075459958)56:0.0013614478):0.0114628828)59:0.15147);"
