# PYTHON VERSION: 3.11.3
# Script call:    16_get_window_stats.py -i ../02-fasta/ -w 10 -o ../data/mm10-10kb-window-stats.tsv -s ../data/mm10-10kb-spec-counts.tsv -d ../03-fasta-no-anc-filter --overwrite
# Runtime:        07/27/2023 11:49:59
# ----------------
# Window size (-w):	10kb
# Input directory:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/mus-t-windows/02-fasta
# Missing threshold (seq):	0.5
# Missing threshold (site):	0.5
# Gap threshold (seq):	0.5
# Gap threshold (site):	0.5
# Gap threshold (window):	0.5
# Missing+gap threshold (seq):	0.5
# Missing+gap threshold (site):	0.5
# Output file:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/mus-t-windows/data/mm10-10kb-window-stats.tsv
# Species file:	../data/mm10-10kb-spec-counts.tsv
# Seq outdir:	../03-fasta-no-anc-filter
# ----------------
window	scaffold	start	end	total.seqs	aln.len	uniq.seqs	ident.seqs	seqs.above.missing	seqs.all.missing	avg.seq.len.wo.missing	seqs.above.gappy	seqs.all.gappy	seqs.above.missing.gappy	seqs.all.missing.gappy	invariant.sites	informative.sites	sites.w.missing	perc.sites.w.missing	sites.high.missing	perc.sites.high.missing	sites.all.missing	sites.w.gap	perc.sites.w.gap	sites.high.gap	perc.sites.high.gap	sites.all.gap	sites.missing.gap	perc.sites.missing.gap	sites.high.missing.gap	perc.sites.high.missing.gap	sites.all.missing.gap	total.seqs.filter	aln.len.filter	uniq.seqs.filter	ident.seqs.filter	seqs.above.missing.filter	seqs.all.missing.filter	avg.seq.len.wo.missing.filter	seqs.above.gappy.filter	seqs.all.gappy.filter	seqs.above.missing.gappy.filter	seqs.all.missing.gappy.filter	invariant.sites.filter	informative.sites.filter	sites.w.missing.filter	perc.sites.w.missing.filter	sites.high.missing.filter	perc.sites.high.missing.filter	sites.all.missing.filter	sites.w.gap.filter	perc.sites.w.gap.filter	sites.high.gap.filter	perc.sites.high.gap.filter	sites.all.gap.filter	sites.missing.gap.filter	perc.sites.missing.gap.filter	sites.high.missing.gap.filter	perc.sites.high.missing.gap.filter	sites.all.missing.gap.filter	written
chr17:55060000-55070000	chr17	55060000	55070000	6	10000	6	0	1	0	5.0291	4	0	5	0	0	62	1245	0.1245	834	0.0834	0	6761	0.6761	5815	0.5815	0	7264	0.7264	7047	0.7047	2108	6	4152	6	0	0	0	4.908236994219653	1	0	1	0	0	62	1222	0.2943159922928709	830	0.19990366088631983	0	921	0.2218208092485549	4	0.0009633911368015414	0	1420	0.3420038535645472	1212	0.29190751445086704	479	TRUE
chr17:72750000-72760000	chr17	72750000	72760000	5	10000	5	0	0	0	4.1004	0	0	0	0	5188	159	2292	0.2292	2176	0.2176	0	1672	0.1672	1405	0.1405	0	3781	0.3781	3767	0.3767	1256	5	8560	5	0	0	0	4.095443925233645	0	0	0	0	5178	155	2272	0.26542056074766357	2157	0.2519859813084112	0	274	0.032009345794392526	7	0.0008177570093457944	0	2363	0.2760514018691589	2349	0.2744158878504673	281	TRUE
chr17:78540000-78550000	chr17	78540000	78550000	6	10000	6	0	0	0	4.9127	3	0	4	0	0	24	3073	0.3073	409	0.0409	0	9657	0.9657	1712	0.1712	0	9958	0.9958	4852	0.4852	1017	6	8213	6	0	0	0	4.856934128820163	3	0	3	0	0	24	3029	0.3688055521733837	395	0.04809448435407281	0	7876	0.9589674905637404	11	0.0013393400706197493	0	8173	0.9951296724704737	3111	0.3787897236089127	278	TRUE
chr17:38850000-38860000	chr17	38850000	38860000	5	10000	5	0	1	0	4.4002	4	0	5	0	38	174	294	0.0294	223	0.0223	0	9371	0.9371	9022	0.9022	0	9417	0.9417	9323	0.9323	4891	5	918	5	0	0	0	4.119825708061002	0	0	1	0	38	174	260	0.28322440087145967	193	0.210239651416122	0	320	0.3485838779956427	5	0.0054466230936819175	0	357	0.3888888888888889	268	0.29193899782135074	194	TRUE
chr17:67650000-67660000	chr17	67650000	67660000	6	10000	6	0	0	0	5.017	1	0	1	0	45	147	2689	0.2689	874	0.0874	0	2973	0.2973	833	0.0833	0	3927	0.3927	3370	0.337	1166	6	9129	6	0	0	0	5.024318107131121	1	0	1	0	45	147	2573	0.2818490524701501	872	0.09551977215467193	0	2115	0.2316792638843247	8	0.000876328184905247	0	3065	0.33574323584182275	2511	0.2750575090371344	483	TRUE
chr17:40270000-40280000	chr17	40270000	40280000	6	10000	6	0	1	0	4.2667	3	0	6	1	0	29	4227	0.4227	805	0.0805	0	9403	0.9403	4668	0.4668	0	9411	0.9411	8973	0.8973	7730	6	5277	6	0	3	0	3.4394542353610005	3	0	6	1	0	29	4187	0.7934432442675763	793	0.15027477733560735	0	4682	0.8872465415956036	1	0.00018950161076369148	0	4690	0.888762554481713	4264	0.8080348682963805	4087	TRUE
chr17:43600000-43610000	chr17	43600000	43610000	6	10000	6	0	0	0	4.2676	1	0	3	0	6	156	4577	0.4577	2926	0.2926	0	3151	0.3151	413	0.0413	0	5346	0.5346	4923	0.4923	1574	6	9548	6	0	0	0	4.242668621700879	1	0	2	0	6	156	4529	0.4743401759530792	2901	0.30383326351068285	0	2723	0.28519061583577715	9	0.0009426057813154587	0	4902	0.5134059488898198	4480	0.46920821114369504	1199	TRUE
chr17:17810000-17820000	chr17	17810000	17820000	6	10000	6	0	1	0	4.1777	3	0	6	0	1088	89	3788	0.3788	2135	0.2135	0	7023	0.7023	4361	0.4361	0	8520	0.852	8063	0.8063	5777	6	5554	6	0	3	0	3.4828952106589846	0	0	5	0	1083	87	3690	0.6643860280878646	2096	0.3773856679870364	0	2607	0.46939142960028807	7	0.0012603528988116672	0	4081	0.734785740007202	3640	0.655383507382067	2190	TRUE
chr17:93210000-93220000	chr17	93210000	93220000	6	10000	6	0	0	0	5.363	1	0	1	0	2	100	1250	0.125	646	0.0646	0	2571	0.2571	1841	0.1841	0	3260	0.326	3073	0.3073	1354	6	8135	6	0	0	0	5.432821143208359	1	0	1	0	1	99	1236	0.1519360786724032	644	0.0791641057160418	0	724	0.08899815611555009	2	0.0002458512599877074	0	1407	0.17295636140135218	1220	0.14996926859250154	101	TRUE
chr17:94600000-94610000	chr17	94600000	94610000	6	10000	6	0	1	0	4.9846	2	0	5	0	2	95	2214	0.2214	745	0.0745	0	5508	0.5508	3065	0.3065	0	6427	0.6427	5200	0.52	2475	6	6874	6	0	0	0	4.944282804771603	1	0	1	0	2	92	2189	0.3184463194646494	744	0.10823392493453593	0	2400	0.3491416933372127	4	0.0005819028222286878	0	3318	0.48268839103869654	2115	0.3076811172534187	0	TRUE
chr17:59530000-59540000	chr17	59530000	59540000	5	10000	5	0	1	0	4.3259	4	0	5	0	2990	69	353	0.0353	57	0.0057	0	6227	0.6227	6219	0.6219	0	6326	0.6326	6278	0.6278	5808	5	3769	5	0	0	0	4.902361369063412	0	0	0	0	2982	69	95	0.02520562483417352	57	0.015123374900504112	0	10	0.0026532236667551074	6	0.0015919342000530645	0	105	0.027858848500928627	63	0.01671530910055718	0	TRUE
chr17:83520000-83530000	chr17	83520000	83530000	6	10000	6	0	0	0	4.8617	1	0	1	0	0	167	3341	0.3341	1056	0.1056	0	3779	0.3779	472	0.0472	0	4932	0.4932	3887	0.3887	283	6	9499	6	0	0	0	4.853352984524687	1	0	1	0	0	166	3320	0.3495104747868197	1050	0.1105379513633014	0	3299	0.34729971575955365	15	0.0015791135909043058	0	4444	0.467838719865249	3410	0.3589851563322455	261	TRUE
chr17:4240000-4250000	chr17	4240000	4250000	6	10000	6	0	0	0	4.7317	0	0	0	0	4150	93	2795	0.2795	2190	0.219	0	3831	0.3831	1582	0.1582	0	4984	0.4984	4485	0.4485	2023	6	8369	6	0	0	0	4.6498984346994865	0	0	0	0	4140	93	2747	0.32823515354283667	2175	0.2598876807264906	0	2227	0.26610108734615845	3	0.0003584657665192974	0	3368	0.4024375672123312	2874	0.3434102043254869	1431	TRUE
chr17:79440000-79450000	chr17	79440000	79450000	6	10000	6	0	0	0	4.9006	1	0	1	0	0	95	3122	0.3122	865	0.0865	0	3586	0.3586	447	0.0447	0	4353	0.4353	3511	0.3511	899	6	9526	6	0	0	0	4.887675834558052	1	0	1	0	0	94	3092	0.32458534537056477	862	0.09048918748687802	0	3130	0.32857442788158725	13	0.0013646861221918959	0	3896	0.40898593323535587	3059	0.3211211421373084	640	TRUE
chr17:38330000-38340000	chr17	38330000	38340000	6	10000	6	0	0	0	4.9352	1	0	4	0	0	115	2299	0.2299	1712	0.1712	0	4993	0.4993	2809	0.2809	0	5514	0.5514	5094	0.5094	2700	6	7130	6	0	0	0	4.73085553997195	1	0	1	0	0	110	2257	0.31654978962131836	1696	0.23786816269284713	0	2156	0.30238429172510517	7	0.0009817671809256663	0	2668	0.3741935483870968	2255	0.31626928471248245	1520	TRUE
chr17:16170000-16180000	chr17	16170000	16180000	6	10000	6	0	0	0	4.8963	0	0	0	0	3961	192	3073	0.3073	775	0.0775	0	3190	0.319	751	0.0751	0	4229	0.4229	3508	0.3508	680	6	9217	6	0	0	0	4.887382011500488	0	0	0	0	3961	192	2966	0.32179668004773787	766	0.08310730172507323	0	2428	0.2634262775306499	4	0.00043398068785939026	0	3448	0.3740913529347944	2739	0.29716827601171747	412	TRUE
chr17:47220000-47230000	chr17	47220000	47230000	5	10000	5	0	0	0	4.0774	0	0	0	0	5195	132	2659	0.2659	2450	0.245	0	1000	0.1	817	0.0817	0	3501	0.3501	3387	0.3387	851	5	9120	5	0	0	0	4.071929824561403	0	0	0	0	5186	129	2587	0.28366228070175437	2431	0.26655701754385963	0	181	0.019846491228070175	6	0.0006578947368421052	0	2655	0.2911184210526316	2543	0.27883771929824563	262	TRUE
chr17:60540000-60550000	chr17	60540000	60550000	6	10000	6	0	1	0	4.8989	2	0	5	0	0	157	2030	0.203	1239	0.1239	0	6392	0.6392	3778	0.3778	0	6777	0.6777	5807	0.5807	3955	6	6188	6	0	0	0	4.7876535229476405	1	0	1	0	0	157	2008	0.32449903038138334	1223	0.19764059469941822	0	2598	0.4198448610213316	10	0.0016160310277957336	0	2975	0.4807692307692308	2017	0.3259534583063995	1101	TRUE
chr17:10430000-10440000	chr17	10430000	10440000	6	10000	6	0	0	0	5.361	0	0	0	0	6115	185	1314	0.1314	1011	0.1011	0	1536	0.1536	1193	0.1193	0	2464	0.2464	2395	0.2395	389	6	8774	6	0	0	0	5.40790973330294	0	0	0	0	6111	182	1221	0.13916115796671985	999	0.11385912924549806	0	340	0.038750854798267606	2	0.00022794620469569182	0	1249	0.14235240483245953	1185	0.1350581262821974	181	TRUE
chr17:46090000-46100000	chr17	46090000	46100000	6	10000	6	0	0	0	4.758	1	0	1	0	246	204	3532	0.3532	1136	0.1136	0	3598	0.3598	1004	0.1004	0	4817	0.4817	4317	0.4317	1126	6	8944	6	0	0	0	4.753354203935599	1	0	1	0	246	203	3294	0.3682915921288014	1129	0.1262298747763864	0	2563	0.2865608228980322	9	0.0010062611806797854	0	3764	0.4208407871198569	3280	0.3667262969588551	325	TRUE
chr17:12940000-12950000	chr17	12940000	12950000	6	10000	6	0	0	0	5.1537	0	0	1	0	3240	192	2243	0.2243	722	0.0722	0	3254	0.3254	947	0.0947	0	4241	0.4241	3046	0.3046	50	6	8998	6	0	0	0	5.1563680817959545	0	0	0	0	3236	189	2191	0.24349855523449657	718	0.07979551011335853	0	2276	0.2529450989108691	5	0.0005556790397866192	0	3249	0.3610802400533452	2068	0.22982885085574573	20	TRUE
chr17:33940000-33950000	chr17	33940000	33950000	6	10000	6	0	0	0	5.2528	1	0	1	0	0	69	1863	0.1863	1136	0.1136	0	2222	0.2222	819	0.0819	0	3162	0.3162	2641	0.2641	682	6	9142	6	0	0	0	5.267775103915992	1	0	1	0	0	67	1822	0.19929993436884708	1130	0.12360533800043755	0	1386	0.15160796324655437	5	0.0005469262743382192	0	2318	0.2535550207831984	1801	0.19700284401662657	397	TRUE
chr17:7470000-7480000	chr17	7470000	7480000	4	10000	4	0	1	1	2.7932	3	0	4	1	458	0	712	0.0712	707	0.0707	649	9236	0.9236	9231	0.9231	0	9945	0.9945	9943	0.9943	9931	4	760	4	0	4	1	0.3026315789473684	0	0	4	1	456	0	704	0.9263157894736842	699	0.9197368421052632	647	6	0.007894736842105263	1	0.0013157894736842105	0	707	0.9302631578947368	705	0.9276315789473685	693	TRUE
chr17:8490000-8500000	chr17	8490000	8500000	6	10000	6	0	0	0	4.9177	0	0	0	0	3316	119	2790	0.279	947	0.0947	0	3931	0.3931	1389	0.1389	0	4686	0.4686	4148	0.4148	933	6	8560	6	0	0	0	4.852102803738318	0	0	0	0	3307	119	2767	0.3232476635514019	941	0.10992990654205607	0	2513	0.2935747663551402	5	0.0005841121495327102	0	3262	0.3810747663551402	2740	0.32009345794392524	447	TRUE
chr17:4510000-4520000	chr17	4510000	4520000	6	10000	6	0	1	0	5.0757	5	0	6	1	0	63	1447	0.1447	332	0.0332	0	6721	0.6721	5366	0.5366	0	7023	0.7023	6687	0.6687	5449	6	4614	6	0	0	0	5.131772865192891	1	0	1	1	0	63	1313	0.28456870394451667	325	0.07043779800606849	0	1344	0.29128738621586475	2	0.00043346337234503684	0	1643	0.35609016038144775	1308	0.2834850455136541	386	TRUE
chr17:2150000-2160000	chr17	2150000	2160000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:85550000-85560000	chr17	85550000	85560000	5	10000	5	0	0	0	4.124	0	0	0	0	5057	113	2419	0.2419	2126	0.2126	0	1428	0.1428	1409	0.1409	0	3803	0.3803	3794	0.3794	1001	5	8557	5	0	0	0	4.133107397452378	0	0	0	0	5047	112	2363	0.2761481827743368	2107	0.24623115577889448	0	26	0.0030384480542246114	7	0.0008180437069066262	0	2375	0.27755054341474816	2366	0.27649877293443964	43	TRUE
chr17:18690000-18700000	chr17	18690000	18700000	4	10000	4	0	0	0	3.5166	2	0	2	0	735	77	574	0.0574	562	0.0562	0	6667	0.6667	4107	0.4107	0	7241	0.7241	4681	0.4681	3637	4	5875	4	0	0	0	3.704	1	0	2	0	735	77	567	0.09651063829787233	557	0.09480851063829787	0	2556	0.43506382978723407	2	0.00034042553191489364	0	3123	0.5315744680851063	569	0.09685106382978724	557	TRUE
chr17:54330000-54340000	chr17	54330000	54340000	6	10000	6	0	1	0	4.0487	3	0	6	0	31	82	5168	0.5168	1074	0.1074	0	8424	0.8424	4405	0.4405	0	9109	0.9109	9022	0.9022	6318	6	5521	6	0	3	0	3.351566745154863	3	0	6	0	31	82	4559	0.8257562035863069	1058	0.19163195073356276	0	3959	0.7170802390871219	5	0.0009056330374932077	0	4638	0.8400652055786995	4555	0.8250316971563123	2538	TRUE
chr17:88370000-88380000	chr17	88370000	88380000	6	10000	6	0	1	0	4.6617	2	0	5	0	0	59	2650	0.265	1329	0.1329	0	5525	0.5525	3894	0.3894	0	6783	0.6783	6490	0.649	3118	6	6047	6	0	0	0	4.404828840747478	1	0	1	0	0	58	2589	0.42814618819249217	1315	0.21746320489498924	0	1584	0.2619480734248388	1	0.000165371258475277	0	2835	0.4688275177774103	2552	0.42202745162890687	275	TRUE
chr17:26510000-26520000	chr17	26510000	26520000	6	10000	6	0	0	0	5.0973	0	0	0	0	5274	112	2377	0.2377	1046	0.1046	0	2453	0.2453	461	0.0461	0	3485	0.3485	2923	0.2923	749	6	9504	6	0	0	0	5.092908249158249	0	0	0	0	5267	109	2361	0.24842171717171718	1044	0.10984848484848485	0	1982	0.20854377104377103	5	0.0005260942760942761	0	3005	0.3161826599326599	2455	0.2583122895622896	397	TRUE
chr17:69990000-70000000	chr17	69990000	70000000	6	10000	6	0	1	0	4.8337	4	0	5	0	306	293	1853	0.1853	1273	0.1273	0	5625	0.5625	5137	0.5137	0	6861	0.6861	6751	0.6751	4717	6	4833	6	0	0	0	4.642044278915788	1	0	1	0	306	293	1655	0.34243740947651563	1265	0.2617421891164908	0	484	0.10014483757500517	4	0.0008276432857438444	0	1704	0.35257603972687773	1600	0.33105731429753776	436	TRUE
chr17:1440000-1450000	chr17	1440000	1450000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:80090000-80100000	chr17	80090000	80100000	6	10000	6	0	1	0	4.3122	1	0	5	0	93	211	4528	0.4528	2423	0.2423	0	3738	0.3738	725	0.0725	0	5785	0.5785	5256	0.5256	1287	6	9244	6	0	0	0	4.252812635222847	1	0	3	0	93	211	4506	0.4874513197749892	2409	0.2606014712245781	0	3004	0.32496754651665943	9	0.0009736045002163566	0	5039	0.5451103418433578	4520	0.4889658156642146	706	TRUE
chr17:39680000-39690000	chr17	39680000	39690000	6	10000	6	0	1	0	5.0359	5	0	6	0	0	9	828	0.0828	152	0.0152	0	9994	0.9994	9247	0.9247	0	9994	0.9994	9706	0.9706	7572	6	730	6	0	1	0	4.089041095890411	2	0	5	0	0	9	432	0.5917808219178082	150	0.2054794520547945	0	724	0.9917808219178083	3	0.00410958904109589	0	724	0.9917808219178083	442	0.6054794520547945	199	TRUE
chr17:60980000-60990000	chr17	60980000	60990000	6	10000	6	0	0	0	4.9751	1	0	1	0	71	169	2664	0.2664	1112	0.1112	0	3197	0.3197	1026	0.1026	0	3934	0.3934	3639	0.3639	1181	6	8942	6	0	0	0	4.964884813240886	1	0	1	0	71	164	2648	0.2961306195481995	1105	0.12357414448669202	0	2160	0.24155669872511742	6	0.0006709908297919928	0	2888	0.3229702527398792	2603	0.2910981883247596	629	TRUE
chr17:86860000-86870000	chr17	86860000	86870000	6	10000	6	0	1	0	4.9216	2	0	5	0	0	116	2254	0.2254	752	0.0752	0	6370	0.637	3963	0.3963	0	7013	0.7013	6239	0.6239	2922	6	5972	6	0	0	0	4.839584728734092	1	1	1	1	0	116	2189	0.36654387139986605	740	0.12391158740790355	0	2346	0.3928332217012726	1	0.00016744809109176155	0	2985	0.49983255190890824	2227	0.372906898861353	198	TRUE
chr17:10480000-10490000	chr17	10480000	10490000	6	10000	6	0	0	0	5.635	0	0	0	0	7312	198	926	0.0926	532	0.0532	0	316	0.0316	105	0.0105	0	1110	0.111	804	0.0804	196	6	9883	6	0	0	0	5.643529292724881	0	0	0	0	7312	194	914	0.09248203986643731	532	0.053829808762521504	0	203	0.020540321764646364	4	0.000404735404229485	0	993	0.10047556409996965	695	0.07032277648487302	121	TRUE
chr17:20340000-20350000	chr17	20340000	20350000	6	10000	6	0	1	0	5.2406	4	0	5	0	0	470	1045	0.1045	214	0.0214	0	8793	0.8793	5315	0.5315	0	9331	0.9331	5935	0.5935	3530	6	4644	6	0	0	0	5.353789836347976	2	0	2	0	0	466	1031	0.22200689061154177	212	0.04565030146425495	0	3453	0.7435400516795866	13	0.0027993109388458224	0	3989	0.8589577950043066	613	0.13199827734711456	208	TRUE
chr17:93290000-93300000	chr17	93290000	93300000	6	10000	6	0	3	0	3.3221	2	0	6	0	0	57	6604	0.6604	4236	0.4236	0	3503	0.3503	386	0.0386	0	7038	0.7038	6955	0.6955	4915	6	9582	6	0	3	0	3.2557921102066376	2	0	6	0	0	57	6553	0.6838864537674807	4219	0.4403047380505114	0	3101	0.32362763514923815	2	0.0002087246921310791	0	6630	0.6919223544145272	6549	0.6834690043832186	4535	TRUE
chr17:44650000-44660000	chr17	44650000	44660000	5	10000	5	0	0	0	4.7095	0	0	0	0	8241	70	847	0.0847	707	0.0707	0	115	0.0115	84	0.0084	0	936	0.0936	838	0.0838	15	5	9887	5	0	0	0	4.7177101244057855	0	0	0	0	8235	70	831	0.0840497623141499	695	0.07029432588247193	0	34	0.00343885910791949	3	0.0003034287448164256	0	839	0.08485890563366036	745	0.07535147162941236	3	TRUE
chr17:83660000-83670000	chr17	83660000	83670000	6	10000	6	0	1	0	4.4776	2	0	6	0	16	92	3388	0.3388	2289	0.2289	0	5861	0.5861	2943	0.2943	0	6748	0.6748	6330	0.633	4038	6	7014	6	0	0	0	4.190476190476191	1	0	2	0	16	90	3351	0.47775876817792984	2278	0.3247790134017679	0	2890	0.4120330767037354	2	0.00028514399771884804	0	3772	0.5377815796977473	3358	0.47875677216994583	1835	TRUE
chr17:81210000-81220000	chr17	81210000	81220000	6	10000	6	0	0	0	5.1819	1	0	1	0	32	93	2420	0.242	511	0.0511	0	3465	0.3465	1236	0.1236	0	4046	0.4046	3400	0.34	847	6	8726	6	0	0	0	5.210634884253953	1	0	1	0	32	93	2181	0.24994269997708	509	0.058331423332569333	0	2203	0.2524639009855604	6	0.0006876002750401101	0	2780	0.318588127435251	2147	0.24604629841851935	23	TRUE
chr17:1390000-1400000	chr17	1390000	1400000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:1040000-1050000	chr17	1040000	1050000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:70180000-70190000	chr17	70180000	70190000	6	10000	6	0	1	0	4.4189	1	0	5	0	25	96	3728	0.3728	2406	0.2406	0	6210	0.621	2175	0.2175	0	6275	0.6275	5862	0.5862	4393	6	7768	6	0	0	0	4.235324407826982	1	0	2	0	25	96	3666	0.4719361483007209	2400	0.30895983522142123	0	3994	0.5141606591143152	1	0.00012873326467559217	0	4057	0.5222708547888775	3652	0.4701338825952626	3115	TRUE
chr17:29260000-29270000	chr17	29260000	29270000	6	10000	6	0	0	0	4.984	0	0	1	0	3465	205	2548	0.2548	1385	0.1385	0	2868	0.2868	1073	0.1073	0	4291	0.4291	3389	0.3389	868	6	8844	6	0	0	0	4.962234283129805	0	0	0	0	3454	201	2460	0.2781546811397558	1364	0.15422885572139303	0	1767	0.1997964721845319	9	0.0010176390773405698	0	3169	0.358322026232474	2285	0.25836725463591137	656	TRUE
chr17:31220000-31230000	chr17	31220000	31230000	6	10000	6	0	0	0	4.7578	0	0	0	0	4452	147	2628	0.2628	1855	0.1855	0	2021	0.2021	1389	0.1389	0	4074	0.4074	3821	0.3821	597	6	8578	6	0	0	0	4.713686173933318	0	0	0	0	4451	147	2589	0.3018186057356027	1844	0.2149685241314992	0	620	0.07227792026113312	5	0.0005828864537188156	0	2661	0.31021217066915363	2413	0.2813010025647004	284	TRUE
chr17:11800000-11810000	chr17	11800000	11810000	6	10000	6	0	0	0	5.4411	0	0	0	0	5813	130	1354	0.1354	456	0.0456	0	2078	0.2078	676	0.0676	0	2648	0.2648	1928	0.1928	384	6	9287	6	0	0	0	5.45762894368472	0	0	0	0	5805	130	1336	0.14385700441477334	448	0.04823947453429525	0	1385	0.1491331969419619	3	0.0003230321955421557	0	1947	0.20964789490685906	1237	0.1331969419618822	330	TRUE
chr17:35550000-35560000	chr17	35550000	35560000	5	10000	5	0	0	0	4.2756	0	0	0	0	6312	180	2055	0.2055	1957	0.1957	0	1303	0.1303	683	0.0683	0	2750	0.275	2698	0.2698	1279	5	9279	5	0	0	0	4.2914107123612455	0	0	0	0	6304	180	2028	0.21855803427093437	1943	0.20939756439271473	0	601	0.0647699105507059	6	0.0006466214031684449	0	2046	0.2204978984804397	2000	0.21554046772281496	681	TRUE
chr17:18840000-18850000	chr17	18840000	18850000	5	10000	5	0	1	0	4.0415	3	0	4	1	0	0	442	0.0442	353	0.0353	0	9983	0.9983	9566	0.9566	0	9999	0.9999	9999	0.9999	2344	5	423	5	0	3	1	2.182033096926714	2	0	5	2	0	0	423	1.0	346	0.817966903073286	0	409	0.966903073286052	1	0.002364066193853428	0	423	1.0	423	1.0	347	TRUE
chr17:5000000-5010000	chr17	5000000	5010000	6	10000	6	0	0	0	5.5348	0	0	0	0	6282	227	1258	0.1258	512	0.0512	0	1360	0.136	322	0.0322	0	1885	0.1885	1520	0.152	247	6	9633	6	0	0	0	5.53721582061663	0	0	0	0	6272	226	1238	0.12851655766635522	509	0.05283919858818644	0	1016	0.10547077753555487	3	0.0003114294612270321	0	1540	0.15986712342987647	1179	0.12239177826222361	192	TRUE
chr17:75750000-75760000	chr17	75750000	75760000	6	10000	6	0	1	0	4.6156	2	0	5	0	0	31	2690	0.269	627	0.0627	0	6859	0.6859	4891	0.4891	0	7859	0.7859	7365	0.7365	2505	6	5093	6	0	3	0	4.203023758099352	1	0	4	0	0	31	2677	0.5256234046730807	616	0.12095032397408208	0	1954	0.38366385234635775	5	0.0009817396426467701	0	2954	0.5800117808757118	2460	0.48301590418221085	281	TRUE
chr17:92300000-92310000	chr17	92300000	92310000	6	10000	6	0	1	0	5.0455	5	0	6	0	0	47	630	0.063	381	0.0381	0	8346	0.8346	7670	0.767	0	8499	0.8499	8300	0.83	7432	6	2303	6	0	0	0	4.9496309161962655	1	0	1	0	0	47	616	0.2674772036474164	369	0.16022579244463742	0	659	0.28614850195397307	1	0.0004342162396873643	0	810	0.3517151541467651	615	0.267042987407729	370	TRUE
chr17:82700000-82710000	chr17	82700000	82710000	6	10000	6	0	0	0	4.8709	1	0	2	0	0	154	3491	0.3491	741	0.0741	0	6087	0.6087	408	0.0408	0	6994	0.6994	3861	0.3861	1162	6	9537	6	0	0	0	4.8765859284890425	1	0	2	0	0	153	3364	0.35273146691831814	728	0.07633427702631855	0	5639	0.5912760826255636	5	0.0005242738806752647	0	6533	0.685016252490301	3428	0.3594421725909615	1001	TRUE
chr17:94060000-94070000	chr17	94060000	94070000	6	10000	6	0	0	0	5.131	1	0	1	0	1	120	2319	0.2319	1212	0.1212	0	3596	0.3596	606	0.0606	0	4600	0.46	2880	0.288	750	6	9358	6	0	0	0	5.140628339388758	1	0	1	0	1	115	2277	0.24332122248343663	1197	0.12791194699722164	0	2976	0.31801667022868135	4	0.00042744176106005556	0	3967	0.4239153665313101	2251	0.24054285103654627	369	TRUE
chr17:73070000-73080000	chr17	73070000	73080000	6	10000	6	0	0	0	5.2622	1	0	1	0	30	91	1632	0.1632	459	0.0459	0	4265	0.4265	2382	0.2382	0	4864	0.4864	4025	0.4025	319	6	7557	6	0	0	0	5.299060473732963	1	0	1	0	30	89	1611	0.21317983326716952	459	0.06073838824930528	0	1853	0.24520312293238058	2	0.00026465528648934763	0	2452	0.3244673812359402	1623	0.21476776498610559	2	TRUE
chr17:77160000-77170000	chr17	77160000	77170000	6	10000	6	0	1	0	4.9814	4	0	5	0	0	76	1535	0.1535	870	0.087	0	5708	0.5708	4909	0.4909	0	6598	0.6598	6439	0.6439	3066	6	5038	6	0	0	0	4.91703056768559	1	0	1	0	0	74	1446	0.2870186581976975	857	0.17010718539102818	0	767	0.15224295355299722	1	0.0001984914648670107	0	1642	0.3259229853116316	1487	0.29515680825724494	12	TRUE
chr17:33020000-33030000	chr17	33020000	33030000	6	10000	6	0	1	0	4.2559	1	0	5	0	1	64	4352	0.4352	2619	0.2619	0	6963	0.6963	3408	0.3408	0	7373	0.7373	6923	0.6923	3869	6	6537	6	0	3	0	3.9612972311457857	1	0	5	0	1	61	3472	0.5311304879914334	2611	0.39941869359033194	0	3514	0.5375554535719749	7	0.0010708275967569222	0	3918	0.5993575034419458	3489	0.5337310692978431	2622	TRUE
